id,name,name2,name_temp,price_min,name_staging,price_market,name_proposed,price_proposed,name_alternative,description_range_0,description_range_1,description_range_2,description_range_3,description_range_4,description_range_5,description_range_6,description_range_7,description_range_8,description_range_9,description_range_10,description_range_11,description_range_12,description_range_13,description_range_14,description_range_15,staging_info_part_1_chunk,staging_info_part_2_chunk,staging_info_part_3_chunk,staging_info_part_4_chunk,staging_info_part_5_chunk
866,tough romano,oscillating tube,tough romano119129,361,oscillating-tube,272,tough romano_Final,557,oscillating-tube_Alt,pOIUJYLPMQhofncDgU,8lRfy8LwIiQpNb236djzV3965nTIR,S8oeyF,BIOnNu3DD21pU3avOrN0cwFKwPg,xm2OmJ00OyGt3rLS,wllVVZA4BsaY,gPWL3PyoABgrfqIIHs,dK4sm8Kkwuq4Q,6hbHqgnxcCmM,8y26jfShyVMolaYJskQjC3V8pe8iz6,FQ57EEwNLga1RSebpQpwICyK,yXoGJk4vvC7,kjfxFxEl,sdhu1AN,jzk5Gfyp02TeHV8u3Ab61ou6T,qf928USQ4OVAE55NkacCTctuF5wq6v,<blank>,<blank>,<blank>,<blank>,<blank>
867,random triathlon,advanced guava,random triathlon84907,259,advanced-guava,258,random triathlon_Final,1111,advanced-guava_Alt,hWwa43ENqWAfZgeagD,RAH4U8QNnBIC8,G8pN3BrAoNqAKyuUJcq1ZD0RAE,oFPk9XM9bPwBlrT08mck,ofVKEtE,k21ct3pwZ9SfU4baV0,2G6GGtF54eM,JkXefAXawJAdn7HKyO,ICkUPZz5LoI,64ivj7mWz1OjeI9Nzffo8cBRLt,OwY11xzVmyynP,OJgTNCijiiUrdeA,wSVHtTe,5Wn2WArw4,QHRCAKCPBhHQWw0AB7WV0t9pPAA,05W7wDO,<blank>,<blank>,<blank>,<blank>,<blank>
868,bare board,sad cell,bare board38855,404,sad-cell,319,bare board_Final,1005,sad-cell_Alt,61OpkdiSiGFh1e9wCYR,rlFE6lc3Aqh7,FsCRRcrBzK0G,3wFJvAUzJrhHl5,EqSQxnKayK,AJV6371TnNm9tA1,aU0Rpt2w,sSH04YJl5TLhKLMqTf30NCc,Kev6NOsWSJNT3B7R,LLQbxNpTcP,D8zzT,RqIjKsCjkl16OI,UxkEtWVcDcMZMH3AdDYE2UNYfK,QPVrI54jWlvXj0UTdLPCzZb,wCOPyAKOGg4yx89wZxc,sKaLmJ4iGJ48D0URBpvvNc,<blank>,<blank>,<blank>,<blank>,<blank>
869,parallel style,vivid bagel,parallel style384399,1218,vivid-bagel,1207,parallel style_Final,1665,vivid-bagel_Alt,U8ioPfUIV3O8KxjKcc0Twl,7tohBkl6,QnY9inTKUm,q0qkaSSRzLeKhg4AET4Z4,IG4yrkoDJkC7qc0N,47dBCwZl4ObNXmN471,JaYdH4xNoB8IfKai,u9k9R,TKjcK2RP0FQBAbtr0d1cgA7uNokP,W5kF8SDaLHMVGJxJXaprFzFDU9,Lpl0qZ9OtKCwoJW,e3bQuIOBdWdON6eiUzraR0bAd,B15G2dPim9eQTxiv,unRolx2CLT4,6wyQg3,gdHLC42ukAitO5CAu1eb3j,<blank>,<blank>,<blank>,<blank>,<blank>
870,silver tree,threaded unit,silver tree389416,127,threaded-unit,31,silver tree_Final,657,threaded-unit_Alt,UlcFHufvQAxHTgU4cm4MXzuiEscu,bMNuckHMuwcnA90g6zqZeitZb01K,daSjD,IDIFi,eNWKwFRRQSKSOnOviBAHqfjDR9D,6lQJvZRb,j1bwTmd0cMGbQqCC125lDOU,GfxX7xVqfZ9XBl9oFpV90XxLR,fiTUnwVLhe3YVFOi7NQJ7gPCD3,Izhm5Sv6HDIpEERxsaUdOr08Oegu,bqdDKnsyLIbc5YLuG17,w6r2GU,jYJiwx,IO5rNTvMfCt3wWrpv,5kXnoAtBlj7Ve1rTVwt758Y79aE6,NQszt86,nQ=,<blank>,<blank>,<blank>,<blank>
871,flat coffer,silent candela,flat coffer393787,824,silent-candela,824,flat coffer_Final,1256,silent-candela_Alt,83Fcd0POqSC6356L04k,971KX7xq2X3iyEcfG599JVvq0Y5I,81IpNnDSdG8tS8c2xgjCISYzztbh,kj7YVHqaT7mgUGwvxB,LXSqmvg,9uad2jlfbF8Gx8xWaaH7WIOvMR,A12BqH8lwnidsBB,HXfcvCnMVOX72RvKzo5njJkPUpwN,rTQ6ge2sfaMY46v1kJT4CrvZ,hToSMToMDRaUgBGhwiW9gmI,i67oi21UZgLo3N61Ymhy,5XWn5OiGMJsa5SK81XxFI44fI,fTl3k4,P8Uy73GEKuvbeACtpH4jBNHQPaK3K,67uVmlt1w7efD0T7O0WqZnJ9dfti,8rFco2aX4GuhGk7ZTkKUX60q,<blank>,<blank>,<blank>,<blank>,<blank>
872,worn diatonic,taxonomic radiator,worn diatonic24854,625,taxonomic-radiator,584,worn diatonic_Final,874,taxonomic-radiator_Alt,zxBCQqskH7ZTIpVOy1aP,Dvetb4slQ8cxGOmf7r,XIvIbiMxROQk4ItxZZZXZEo5ibMVVC,PEWl7w2s4QIECdyp3Iw,CS5vFn2Q7lLAR3Vphr7Ba9e,10VSRFnMEuP,GyWzLrpDBbNB3NsZ,iKBR9P0RwOPrvY8qAOrJ4GBtb,4cvgpiMYQvDry,q363p3iYfhWkVlHT2lvCAvbM4TNaK,Ee74DQZvlRQRmHmM9oWqeNd9i,psv9CpaFO8h1M5,7VGyeUby1WICxZOpi,bwO5nVvy2pBfKc035EV,YEE2IUbcobrje9J0vaN7kT,0x4uBvFD6WCzxQmgw9DnU8r1gUc,<blank>,<blank>,<blank>,<blank>,<blank>
873,brass distance,graceful reward,brass distance373126,123,graceful-reward,84,brass distance_Final,824,graceful-reward_Alt,gMNXvylo4jC241K8,hiqvy,MNAluXrLhBI854WCz4,GC0cv6D24lt4,6fU7cGcM2Yk2tyRrEEZpAf2,kLsNE7dfwePpBz7oNGfkKGbPBBs7X,a1iMLe8p3ieXcp2IQROL0NdoiXV,WfflswSbBL58vuRv28Jjhcb,Xlznw0E,Na6vRJDwYySLDn9dLjX5IPr6PV8Apr,X81rfq9Wa358DQdQa,mjcsqH9RJHidNggJn6,42cL9o3eXp2vHfzAzqJLoqUdXrfnS6,EPChGi2I,IhKxMX3x,EqfeUaXmLDuvr1eiDT,<blank>,<blank>,<blank>,<blank>,<blank>
874,coplanar tributary,feldspar digraph,coplanar tributary391391,1630,feldspar-digraph,1535,coplanar tributary_Final,2378,feldspar-digraph_Alt,y6OHLO0,ZBWc79HT,XFz6JChNzR,eUPLM9CIsh,QyfTMV,VRvsEwewpA2x0w2NZ4t8yvPgmsAnn,PyhdUkay68e,Zj4ctRwCgit,XvkWQkyx,F2tu7aAnTlj,95BRO4hF6OqiTcECTwQ6,uB8wVC6kiPWSLUJOgDoUNUau,3XhqlN5WtBV,vWHN1cDr,RsI7ZIV3moTcG,cNfCNds4,<blank>,<blank>,<blank>,<blank>,<blank>
875,intractable soup,unproductive landform,intractable soup148982,596,unproductive-landform,534,intractable soup_Final,1139,unproductive-landform_Alt,xDeFrCmcLOBGh1UgrXTAKcfmazwea,rIHTr815Hj354UbaHY,saIRyMyMoOSh,L2YmpN,ubymqEXoDQHVOMXdPrYWySFx1rp,dLmFP3QPvfNbWf,FSIrHSiFi,374PynTqa1UzoYzU2,nXxUAvLKBywrRGt4794bK2DvDC,P4GKFX0Jys5GmiVMeuFDwc5,42PQmip71dBvxUlxAiDMh9Zc882Jub,RVJjgurtW2N,7mOavtaQwFbZKRTr6,7cNjJcjN5ifBk3Tj1vIyCrp6Nk6z4,dEMmGDN1TQro,Y8klxxSM,<blank>,<blank>,<blank>,<blank>,<blank>
876,exothermic improvement,blistering author,exothermic improvement329941,652,blistering-author,559,exothermic improvement_Final,1394,blistering-author_Alt,suIOxYqvF9TgBRid2X8o,ufghP2,luYHR7n2utt84FMgu,F6WJZX5PzJmJ7ZprMpwEtRErfX9iS7,VsiH46UThah7KE018z5E46x,ToYnN,8thKjKL99AtfDeRoPz2nHwbc,gXY9V3h,kKa7s3Fp4Sjii7T01,7Y9mvO4r,oV8u9JW01Y7gmr2oH,9L8fSDlKjMZHjVsSORM7UJX5zxdO7,gjHGx8RqCHEtoO,CxtV8wzklJl36bewPy2J4GHXPWGpU,ZL3xRfb,cqEo1rYbINqs57QRL,<blank>,<blank>,<blank>,<blank>,<blank>
877,sparse pretzel,horizontal area,sparse pretzel127661,1472,horizontal-area,1384,sparse pretzel_Final,2094,horizontal-area_Alt,iFTxYIT7qOSBhoG5IbclX0Hw,bGHIAZCMTNK6bPdC1N,9yhFrLfl2,NqHBn3eT8IVV9,WeejM4kb4czNqXDA,xT0ZQeTy9,J5qtw4PmYsDeB,fQQitJISv,XDhqbSaBbs6P7mS3wrsNiVz,PP2MiOEPzKCfqvY5e1S2ifQJ01oH,BUN1jCjhPon3sUPulTM9R2yWy,wzBekfJoBzwx,j82ZDP27jdooS6IDHDbticVhwurH2Z,DYiCetlCAw5abIRPVY8OwqTCt,q6MexCwS,8ed1d4h17V8i6T5Q36KrAvkoqKUUtb,<blank>,<blank>,<blank>,<blank>,<blank>
878,vibrato bismuth,convoluted setback,vibrato bismuth149967,1526,convoluted-setback,1491,vibrato bismuth_Final,2413,convoluted-setback_Alt,7na6Qpom5hX7,BsQYZJ5fWQNXt6LSLhDjgzB,8xxdvtBHuPVnveLNS7ZX6STUDZW,rKZkw,MlloBNfYwq6heVER9g2k8o,6G8K4qJWIQ8JnUJQL,TBg4ldfraMHqPGRNN4X6CC,WTqai6Lj9S6or5TffjiWzrkDtgCpz,qoQEviBkqtp6rt6ULReSmh6gTKcN5b,k5b7hGVMV,Gn7lsmvVRdPo41YfO,gM61CBIUUbV1salsq9F1UpXAQ,o3lNxbAYeSRWRyibo,VaDMS,rQyLsNljIRgg19qkHAjQe0kW6s,mVlzA62,<blank>,<blank>,<blank>,<blank>,<blank>
879,brutal pitch,trusting module,brutal pitch167070,1421,trusting-module,1417,brutal pitch_Final,1457,trusting-module_Alt,5KIpv8FF46If2vtE8,AYjTYO9jk6e6PaSqdlVjveBNhGj,ImvZxHwVjXJE8EgzcpS1eOAGV,VfEXwpc1BTqWCQ9rm6czs8KwLbbE,zSAGV5Pw,fsi78WMbC8WxhetZZC4ceOXMuTbU,GxeXis3mSHClN6aLEpcMYpZ73,HL3PpKyrxkVWts,NAlrWAlvloYzEhe3kH,IlgsmUHVSDuKTv5AiyNN6947utj4Y,u0YWuSgfPHlnavDu5Dbz97z5g,XKfbWNf2qACL,g7nZzH2YNqXmUw,yJkx4E2HZ7ofxLCWQZuAs,DHQkzgZ0J6y8VndubJnR3szGFXrZM,obAJesXdxDb1LF,<blank>,<blank>,<blank>,<blank>,<blank>
880,lead overtone,strong frogman,lead overtone240675,711,strong-frogman,615,lead overtone_Final,1641,strong-frogman_Alt,patDNoHQwKLwyle,zwHnxWZYYlm0Wx7gt,0twPYmfTH9Ns9j25sa,NfUNXbhUqiX3qEjKt0ODA85ZujYX6H,UMCDQR7TgFzqv5WY8fLr1YofXBTRwd,mix400C3,jd8LwmIYbRnD,hXYfZGIvTYNvPibpU77uEaPeagJmN6,RTqPs7RrHMa1c7k4QKay,oZ8kRVf,xIXU5oXPrLH2Ye9N,NiKJK7,g5lWVYJOoXctSqDS0DeRLQ6AL,gQsd9yNnk,EUOkchwlzX7gQOX1z8Ee,DQ8dJ14k,<blank>,<blank>,<blank>,<blank>,<blank>
881,grouchy force,level vinegar,grouchy force320858,935,level-vinegar,925,grouchy force_Final,1839,level-vinegar_Alt,HTGfjnky,R5PdX,4y6ra3heBZyu39eCaStolFt1cNNJ,9gWBoCG7ea2WWaxr72PjOiMM,0OyLS2vtl,Ob5HkysRBF1GD,7eiUysLE,fX6mveMS2RWU2ryrU02zxCLG,dqEnbD2SmAEpAP,aYzsmtixf13g,SL7DsGtK8kasvLH2mYxl,KSfFI,Oyfhdt3zoaVhlkqRfAisHX,2SGXxUfFXZE869,dD3VWS62TW8TbOvM,90VRKzwMnog,<blank>,<blank>,<blank>,<blank>,<blank>
882,energetic chest,inflammable cooler,energetic chest21036,996,inflammable-cooler,934,energetic chest_Final,1836,inflammable-cooler_Alt,U3aIoWSL5VG9o,kBCbWRtWH7FidkDwZUCWZBpc,6ay37EmSoD,3eCUsHDDy2f5yt90u1FzW7RG,zZSDAzC5MdtEVIQYV,POZF7r12XLSPoLj,dMmE4vC5iLsKfsVCJDx,wBY3zyxaG8,seXhCy44a7I4YS5Np7vXu7btpWguz,6IYTGKbh,LYYYw0kqE3ATLGtx2Ug,j7RhLb2lH1bwrpdY6mZsINLhkTTOR,jpTAo3IPvmZ2DtgILrEo0EwmgPqIb,heKdHfC1,GPmRRgjDR012uh,carwxNBOk8aR2FcR,<blank>,<blank>,<blank>,<blank>,<blank>
883,associative stool,grating peach,associative stool173321,1103,grating-peach,1078,associative stool_Final,1709,grating-peach_Alt,KQYF0i8IByZqxs4r,i5hlfA,ETdqgIDDqI9syt5IqMrNrk9UGo,iE5FpKBjlTx7yQSb5tTu,ux3tQAcaRf6znVHOo,Agh5K7UiDVUD,Fjf7g8OncbCISd,bWx45d3bASy,LJupOKK84MDM0klVCfSCxqL,XB17M9AF,eCnLXXQX,dg7PJa,qCArycK2Wy7cT0h2hmF6EmuQ0,iuoQnSMwE7,uoEBOBVg,DQTZciWRPKfbs,<blank>,<blank>,<blank>,<blank>,<blank>
884,thin blanc,easy refresh,thin blanc103551,1037,easy-refresh,977,thin blanc_Final,1478,easy-refresh_Alt,VIgL1Y3HYL0MNQD,haGEBtjS7,L0l7IEWQ8JQ8RFbiII7UD,tDfyIofaSajvxr,kbHZtm2aMiHK7D9,lResc68sRn,E6nt4OTuzWezJBTgODLS,CaDOXw9FzMGz3w,GC2eQb9FgwLmdRUvjVGz,Zi0WgpfBAjC79miFHvQvQ7,rql0lquddjWpdpKkwxHKo0WAXvU,SvDZsk1or,WXznMS5vq60x,xqh3YvAXENisQh6vbPWBO,8YUXrZ1,to5jWW,<blank>,<blank>,<blank>,<blank>,<blank>
885,lazy residual,flush form,lazy residual176180,1027,flush-form,1021,lazy residual_Final,1591,flush-form_Alt,uvxJL82vzYdE82Fuv5,XUhHFlnVwmxhvqgUi41,TOqdgPbW67wXmjW,0OTvXPtBlIPwfR7usPIkY,TQHqRtagmBac6J,bxtSYgPW4l59m9AtZOFcHCW,q7adbxukrWIf4VHHKeDgr5rdmawxY,84DXtMvJMBqQsqjcb6gkNsYq,22P3BdOWWIFfiZwwwDcXqwQ,HZdKaAe0nOAJ6i8axU5TXkm,Ge042YuiXKU,aJcQMpjEEaYcyC78eXUGG5,zlnAeqDeRvkLcj81wsOQGrR,tW4JfKTFbTOiqaO3y7650xp,W8lD41BVJa6adwtSZ,yGa8UhmBSmOusPO44h5M4,<blank>,<blank>,<blank>,<blank>,<blank>
886,trite engineer,rectilinear offense,trite engineer178462,896,rectilinear-offense,896,trite engineer_Final,1617,rectilinear-offense_Alt,hLJtgb9Ys,InmMZMeSeNTZI4Up,OMAy76SOUaZKcmTB6q,XuZnfsT4cdkNflmCpsfIlY6RNUc,Z9Ahc,k7vO2IvsdJoKeMnjELx64jfH,Xk9PH2x9vb4FB9vgM7van,kSXZxdUQ0teqs9ome1,EiuohFgrADgTzSCP,vSmLYEztcq3mmVEjtEoljX4,BbZjpTUgHl,h104kd215TLa,2OQxK4gw5Qz2Bqm9fbIPiAU7,LnNj3pkpZc1l,1qQu4yO76sB1cnQP6xTa,IYCG34zB,<blank>,<blank>,<blank>,<blank>,<blank>
887,collinear mahogany,worn clutch,collinear mahogany134128,158,worn-clutch,112,collinear mahogany_Final,523,worn-clutch_Alt,7DwUILAXjl8D1vYQj5,w1SeG36f4dprQbRSfcFkkBuVjAxC9y,mjKZY,B82y446XYC5zXaLzjnFxK0Sc2OxkEY,Bgpa0nzWXR6PRJV,L46JWCR2U5YSQfOdYph,Wi2eh0QhOMbPsDN6azJlWOSDv,qcqQxQAlPvHozpoKKwCvyrH,ZZ7XD89wvnEGPNCGADsNE,YH9aYhjHE7j0u0bUnLInHv,2irWaCVSm7jkWUkgccS0YkFKNtt0Z,tAE9RRRjR6EBZ,MYwXCk,995yD0q4Lzaf1zkB,5g7pvp9EaQYVHQVE5,HtWI20AqiLhAa0XamKqnbP,<blank>,<blank>,<blank>,<blank>,<blank>
888,proud basis,frigid tank,proud basis255042,1066,frigid-tank,981,proud basis_Final,1416,frigid-tank_Alt,tVwKn,16eieXGnNxxFPHQA,QlzZa4pe2bkRn3AX3B8Xmt,HK0aiy2DPfShcCDk,iXmPBuaw4Q4NirisQ,Mve6FwBCAJeEnkSIjV6rEIuN,zEQFtqPIvmszksKz,HY2MfeQ5QVNc7Zp5qKHqCEzSzpntgC,ADR16kaDzWfEgN6jofztkpUw,fZZSh6oZhoE3Wp5BJQmGsWFmDI,Zk85iA,vkKjQy,9vgCj2NiO,k3k03N,aQxfRwjLUeGOnuaLPR,8P6WRce554VHL41tt,<blank>,<blank>,<blank>,<blank>,<blank>
889,uniform frequency,furious boilerplate,uniform frequency205401,298,furious-boilerplate,241,uniform frequency_Final,905,furious-boilerplate_Alt,wWTmbAtKGyuzXXYamJGFQ3e1pTZiz,oCdATW7OsfjKaw8ltiTMyF3glV3ve,rMxqlN7ol9RnpBq2ckXV,59Pc8IxhULics,yZWbDbOLkrHA4j9yiu2dvBC8hY,Sd3vUBAIBUI6oR3IYyQdU,XyEqv1TJataBDGu9nD,GM2LpDHpZ34WmxYHA6g8UF8rAW6,qHnKrcl573hIho4dbQKXc9xm,tlI53qnWXK,cil0eyADxIeQxase6S7q173XNtUoi,rAzAidQpvmrW7,eQte1v9LSCfam,57tpwixmbj4JEHmkEIN8RnBddcoZ,J9IcE8OaHjQIeNvXC9rX92C6dm,II8vKsnEHin1MDptDfRpZ,<blank>,<blank>,<blank>,<blank>,<blank>
890,rectilinear taper,similar depth,rectilinear taper218120,645,similar-depth,631,rectilinear taper_Final,1157,similar-depth_Alt,UrmdXB2aiTjB8NU92zrlLM6t,W0w9dRypamgliBVVCHq5jfxK3,F79JwXZQxC3uX,kR3eDf,TVp9E4Qs,oKDCSQg,WlI8RNzdhTBp4X2U58BhZ0It8kO,8iQb6GJMkOUpKR1yUMvMVG7dnatVzQ,r4kC6Q8SJ,Jm7WUXn5hhN8T,Mo60GXQvTW,b6l6D5dFNctYRisHBMnKzU55S,pZzrcZN,pRzVO,uPcKM15EvsQUXXzKZOx,HQzrpmojWWx1rvQeypAHb6ciIgV,<blank>,<blank>,<blank>,<blank>,<blank>
891,adagio pair,callous life,adagio pair148757,898,callous-life,856,adagio pair_Final,933,callous-life_Alt,b5wDig7XNq30IqJQnPL,edIHJnGftEZTTxlYnL9uB7gF,iSJo0ThQbWaluPU,N9hQkK55O0KL4u17l,NjabPeQ3RLXz,RLs0ApSOZnAhRCPT5nD1WUzDYTXq,28wdm29jI98WFufk05mh2bIef,YdINtZHFueRAgATo8JrRNIc8z,Yj4suR,ZCPKhvf2RPxWKe1uT2oD,EnmwguSliPeuSmEO2dO3aUzkMCyk,tuKtH2sAtOG10ghMovDKvdE,Y4RnJpGw1ekrVpHcDvP01PGy,Aq5v2Q9pEllu3FbxpPH,wl38DQDI1vSTA4F38a,n2EjevKz2WAiP0Nj91Wc,<blank>,<blank>,<blank>,<blank>,<blank>
892,universal filler,proper tributary,universal filler210245,228,proper-tributary,222,universal filler_Final,888,proper-tributary_Alt,hyMkLELb8aSrLW36HawUR4N33yV3,iY8RuiSvamxgmSFMrB1B,3vGVv5fkgTcjVOUYDEm,Eet6buK8z5VAaeHKwAtwwh,jnD8wSoxp1fyhEtInW3zInfR,kyfPczLp4p9ACYlzWfAFd3L4m6,f6i3xzcsb5xMbHqS1kdqnaj013,UMZw4UO0a3WGL0If,hERmCIojF,XYVwd5PvgUTalEdjNgZd,j02L41hNopfQwEZoz5drPExq2y,7yY4ro0Zc9eFtHlt5AujPGd,VBQwhwcMqaA,6kEZkyNpkPZ2TR9WpDt,VgjJMkY,nvY5vWe8IjapFVeF,<blank>,<blank>,<blank>,<blank>,<blank>
893,faded loon,deterministic source,faded loon95268,1533,deterministic-source,1445,faded loon_Final,1868,deterministic-source_Alt,6om1M2gkjbEkrr,KxIRLhBUcnbx8XU1ocBxUuUNxOKO,klwV0YeDKoZbj151up,V3uqPvtYFQTLBUC9lrr4N4,CPZwXCtQ07ftdE7yMVcK,Ts9X3TEQl4SenDkV,1Vg5LOU8c07q745RGamAWZE,E0X9Aavj2hXAaK,mm6ky12OPEaIzUBT0hhGYvfuC0e1,cReieBCOOF4t9ggABVXLXwA,y1mKdsgh5bL66ajfdIgtOd,ylSd98ZMlsz2jtItv6wtN,PKsz4dHchtwhfiNY,Lh7t7pyhuYwiLGIOG9p,EQZWg6zyjnITBdTG1JA2EaD,JtzfCUUZ3EhNehYfZLa0t0qSQkpX,<blank>,<blank>,<blank>,<blank>,<blank>
894,worried cosine,optical advection,worried cosine9526,1452,optical-advection,1410,worried cosine_Final,1863,optical-advection_Alt,kO0sEXHX8I3hQYLZi,JiK1Sb,vHpHDypGhFf,hsy9VMhjeOe,Y7iWuymflJlrQhgCYPx,wfqrQqkcUIT1WVwTpTADiPn6zlryyx,NEy4xq4t8,sHD36BCRqyXbTlP7rzGWS3Rr9jyWp,VMv4dSWOCD5fx,uKzKFeYPkSJ3k,DMJBhGtjKTduzOMyIbo8lH,V4PpdfAb,qgPv7n,4kgPKuhi5P2nzFPUIuAxLK2mwm,CnO2CqyVvmsZWl3zqU74jX,Ggf3QjfVjrD223TwRjn4mln8ZshQ,<blank>,<blank>,<blank>,<blank>,<blank>
895,convoluted counterpoint,unsorted partnership,convoluted counterpoint134913,770,unsorted-partnership,710,convoluted counterpoint_Final,1464,unsorted-partnership_Alt,eSxflVtCT9eLQWd,pUmV64tFsitgU,E2sYiNhxi1KEIXJrWsWJ0Km,9keknh4ouIcE1vL6iWIaOC4Ddv8a8w,4DAilJcaZnJhSBnGPXeLPPt69,0wHc5,nKx8lhNWpzdoT6itzRwMKqeUXo,5t0kP2pZ5GXXN4vra5xvOiCTIQf4,0u8JgbwC9psoKDthj,rnI0Geg5,K7M5BfZI7VjcSOuGKd,NgRbhDN4NOL3kMzM,mJVJh5,f3UOR9D1oIkeBdhluc3OQuynn,iG5LVE,N3HPCMOveE9rydG0b9psnD,<blank>,<blank>,<blank>,<blank>,<blank>
896,all market,loud trill,all market209729,274,loud-trill,250,all market_Final,991,loud-trill_Alt,k2XBntR2TZHe3RG1w6CGAUeKO7,H0Uzw4CKY4rDRIG0tCmiD,FjZJtu0Cq9Ok,pu9TfVgFLSa1S9nFsyt,tfu2CRCormPlBf7EiaiV,h0RU6h,7Hj0R2LVniO7qfr6pAwbTQke11qv,bzOGE0RwAmN2JI0QQugA9o8t9KJXyY,N84SehU0Is4J2MuLBjV,auW0PkQP,MAV5Yg0GiI,HgDzytc2ELd5K0WgjF,k2WMoxB9lkhYdaQVdns1IIG1mKmxd,9lBDnVx1,Ec5hEIHItqmxs1QufnMGYktQzAFv,ZqALZbaiZJDDquxNuRR8PN1Wpv,<blank>,<blank>,<blank>,<blank>,<blank>
897,noisy crypt,counting rabbit,noisy crypt303544,1374,counting-rabbit,1326,noisy crypt_Final,1351,counting-rabbit_Alt,DI4WBbj,3K5LemQQpE0I8LjlMEy,wJjcDUOF2IjpRXE8G8FKGKW5rroD,huzEuRq6cmEJQflVosPV,cpfq9UE2e67EbfqjPm,eEu3akJTb4wbCka5GEWO645,7Y989CAhoeD,AzOOZCvTHOUjabheMO6qoF,EiyDB,WkAFfhnUvFiQvS4sjOPTmWaTyn2K27,ESPlDARFc6ZXxW9Fo6pIyChFsZXReX,k30cz33UiXL,yplrEopyC5MqYuNh6ryZsF,H1cfqe3sgdmfGN2J1NFr,BIRfQ3Yx6Ucq,XufQFtlN5Es,<blank>,<blank>,<blank>,<blank>,<blank>
898,wicker withdrawal,inflammable neutron,wicker withdrawal143546,277,inflammable-neutron,269,wicker withdrawal_Final,452,inflammable-neutron_Alt,Y7l09W,ZXqS9Q5Tm,fL9fCv,QtfEU8ojiu4X9OVjHHjCqbQ,5cOM2ljw,sFeYXuxV55KBZg33Tpt9i,pnlmb3HsBnGE9AhF,B4ababk1p,buPU05sXc,HLnNFcQAUaIFDyGW,0lSacQ8wY7LM0N,uoT8T9E,BB5UizXOvIV1kcED9rpIiEzmi,6bwQpzhYtFv42SX4Xfi,LyrDuNJ3rTWIygg,4NHXxXtIcIvgYN0LMwt7a2IwI,<blank>,<blank>,<blank>,<blank>,<blank>
899,principal jackal,sour interface,principal jackal121355,154,sour-interface,76,principal jackal_Final,1078,sour-interface_Alt,MnvAYcvrLGj1if93ja,ZvXfVxIUix6ziIoVGkDiyrKi8,05CaMcljytiFmHZxTR,n6VBYHrKL9FSZ0,ZKgyPuFc,NXiGQ726Eb62BqZ66Z7,Q6QKTShjzbAvk,CcOeLjxvvZuldH9wzdBCnk,b33Uqvw,d5YW9kw9ZWqUTChn1pCxhP7w3K,gy0Tk4DAJ,pnr8942skUYA6Itdzfqqabw7plxq,f3MZjYRPnapFX1ZjSLjezin,SGgEdk6WHjkcG,7YWJylOW,G6aZtplKMksfr4UvX,<blank>,<blank>,<blank>,<blank>,<blank>
900,sienna folder,greasy lodge,sienna folder250857,289,greasy-lodge,239,sienna folder_Final,646,greasy-lodge_Alt,xJBoUKRo3mBwx47ZeKDd,BweYwGz0rehWNJqatmr3LqW,ojIrWFqivl2Lon1hSe1xSvSj4,I5pn3qpb,WyWQeSf6ZUCrCqV1d,9H0DPeBcn1MIwpcu,4Qv0W6hn1g,OVx2bf,iTD2FAjk8o4ab5,rp200tc7pUR,WHNycf9M8nwcsO51,wnhxTsiOPZfGt0AtnZuol,ZdHgpwx0WmBegQ18I0OwYWKa,wmj20MNIy8RiGum4694E,lEPAch,fdN0goxisynOurvC8,<blank>,<blank>,<blank>,<blank>,<blank>
901,flashed game,achromatic mosque,flashed game210949,1734,achromatic-mosque,1707,flashed game_Final,2043,achromatic-mosque_Alt,yS4elRuhm,VqseYumPtAc3IlLl,rESgKoNhmXSwx4vyxwRKYTMZ,zipvnOuXM,zlruA6h23oiDI9HMLuMNHIzl,4SwapZvk6e2Ogpl68i5o3KqG7,lQixat0d7kGh9,cRGLfBN7E,ZHv6nc8Smq8,rvbpsVNKgz3xVbsObqG85,ljlB0ythiHqHOZ,fjwfSrgwgojzNBTtEq,rbrW7hPZ75s4V01DVExdrnCzYo1W8R,NIhTtI,9Iujlg4etusit5pWfCNxYH,1VbW34BIOt2nSZ1ubLLs77t4cDNy,<blank>,<blank>,<blank>,<blank>,<blank>
902,champagne brad,senile buyout,champagne brad49495,310,senile-buyout,276,champagne brad_Final,1047,senile-buyout_Alt,Ibd8BdxgaA,GEBHpjY5MDN,WFD4YtejbeKUE8M2w6x5aHB,5SXmfidfSapVN,hE1MSTZmlECYFL,vOZiFb,sP0BghylF3vlj8rRBe4H47FFt2qS,2Q0EreJN0d0CQ45fob,lkInW8waV,dE457FJihAINgXNizj,pxazxni4jPTSxw7Erda6Y0cF3,uHBl3lg9bU6nTSAfSozK71wo,WcDCffLb7gsTWmGkbDmy5EeCnNyzN,AVR3K21ql5oIfrusXcNgzQjjn9Ei3,hGa2Jq,yNk8L21agywfF6,<blank>,<blank>,<blank>,<blank>,<blank>
